"Date","Time","Open","High","Low","Close","Volume"
01/07/2019,1020,147.36,147.45,147.12,147.15,101854
01/07/2019,1021,147.15,147.31,147.05,147.27,59026
01/07/2019,1022,147.28,147.65,147.25,147.62,153972
01/07/2019,1023,147.63,147.72,147.54,147.54,101334
01/07/2019,1024,147.54,147.95,147.54,147.91,188900
01/07/2019,1025,147.9,148.13,147.76,148.1,200083
01/07/2019,1026,148.11,148.21,148.06,148.09,146068
01/07/2019,1027,148.09,148.31,147.99,148.23,143924
01/07/2019,1028,148.22,148.29,148.06,148.06,104251
01/07/2019,1029,148.06,148.17,147.93,147.97,127848
01/07/2019,1030,147.97,148.3,147.97,148.28,103112
01/07/2019,1031,148.26,148.43,148.22,148.32,115451
01/07/2019,1032,148.31,148.32,148.13,148.28,106113
01/07/2019,1033,148.29,148.31,148.21,148.22,86677
01/07/2019,1034,148.22,148.51,148.22,148.45,130233
01/07/2019,1035,148.45,148.65,148.38,148.4,188668
01/07/2019,1036,148.38,148.45,148.19,148.26,145452
01/07/2019,1037,148.26,148.28,148.03,148.22,158770
01/07/2019,1038,148.22,148.24,148.14,148.16,86106
01/07/2019,1039,148.15,148.16,147.97,148.04,152585
01/07/2019,1040,148.04,148.06,147.91,147.99,105101
01/07/2019,1041,147.97,148.18,147.97,148.06,92039
01/07/2019,1042,148.06,148.29,148.03,148.29,85810
01/07/2019,1043,148.3,148.41,148.22,148.24,118550
01/07/2019,1044,148.25,148.38,148.07,148.09,130733
01/07/2019,1045,148.09,148.32,148.06,148.25,91092
01/07/2019,1046,148.25,148.34,148.18,148.33,86881
01/07/2019,1047,148.34,148.62,148.22,148.56,156508
01/07/2019,1048,148.55,148.59,148.4,148.54,89266
